Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
4772,Monday,M209,Connectome and dysconnectome analyses to determine patterns of motor recovery after stroke,Disorders of the Nervous System,Stroke 
4932,Monday,M210,The effect of rehabilitation treatment of Chinese medicine on brain function in stroke patients,Disorders of the Nervous System,Stroke 
1262,Monday,M211,ENIGMA Pediatric Moderate/Severe TBI: Preliminary DTI Analysis,Disorders of the Nervous System,Traumatic Brain Injury
1263,Monday,M212,ENIGMA Military Brain Injury: DTI Meta-Analysis,Disorders of the Nervous System,Traumatic Brain Injury
1315,Monday,M213,Cell energy status and cognition: physiological and behavioural effects of creatine supplementation,Disorders of the Nervous System,Traumatic Brain Injury
1493,Monday,M214,Advanced diffusion-weighted imaging reveals distinct neuropathological processes in concussed youth,Disorders of the Nervous System,Traumatic Brain Injury
1554,Monday,M215,Tau PET in Iraq and Afghanistan Veterans with Blast Neurotrauma,Disorders of the Nervous System,Traumatic Brain Injury
1689,Monday,M216,Athletes with sports concussions show distinct tau-PET deposition relative to aging nonathletes,Disorders of the Nervous System,Traumatic Brain Injury
1719,Monday,M217,Impaired Corpus Callosum Modulates Inter-Hemispheric  Functional Connectivity in Chronic Mild TBI,Disorders of the Nervous System,Traumatic Brain Injury
1996,Monday,M218,Redundancy and resiliency of arousal mechanisms in patients recovering from traumatic coma,Disorders of the Nervous System,Traumatic Brain Injury
2086,Monday,M219,Predictive value of global brain network reorganization after severe traumatic brain injury,Disorders of the Nervous System,Traumatic Brain Injury
2906,Monday,M220,Mapping structural and resting-state connectivity changes after music therapy in TBI patients,Disorders of the Nervous System,Traumatic Brain Injury
3044,Monday,M221,"Gender Differences in Brain Injury: Functional Outcomes, Brain Structure and Proteomic Biomarkers",Disorders of the Nervous System,Traumatic Brain Injury
3075,Monday,M222,Effect of Blue Light Therapy on Cortical Volume and Reaction Time following Mild TBI,Disorders of the Nervous System,Traumatic Brain Injury
3222,Monday,M223,Can network spread determine early degenerative changes associated with traumatic brain injury?,Disorders of the Nervous System,Traumatic Brain Injury
3362,Monday,M224,Difference in the ARAS between VS and MCS following traumatic brain injury,Disorders of the Nervous System,Traumatic Brain Injury
3365,Monday,M225,Dissociating PTSD and Depression in Multimodal Neuroimaging Profiles of Veterans with Mild TBI,Disorders of the Nervous System,Traumatic Brain Injury
3547,Monday,M226,The differential impact of network disconnection on working memory and reasoning after TBI,Disorders of the Nervous System,Traumatic Brain Injury
3578,Monday,M227,Impaired neurovascular coupling in diffuse axonal injury following severe TBI: a resting state study,Disorders of the Nervous System,Traumatic Brain Injury
3741,Monday,M228,Neural Correlates of Emotion Recognition in Concussed Athletes,Disorders of the Nervous System,Traumatic Brain Injury
3812,Monday,M229,Parameters from Virtual Brain models correlate with cognition of retired ice hockey players,Disorders of the Nervous System,Traumatic Brain Injury
4022,Monday,M230,Random Forest Regression to find White Matter Pathways Implicating Working Memory Scores in mTBI,Disorders of the Nervous System,Traumatic Brain Injury
4311,Monday,M231,Microstructural differences in both the white- and gray-matter tissue distinguish athletes groups,Disorders of the Nervous System,Traumatic Brain Injury
4317,Monday,M232,Resting State Functional MRI can Predict Recovery Profiles in Mild Traumatic Brain Injury,Disorders of the Nervous System,Traumatic Brain Injury
4322,Monday,M233,Longitudinal changes in apparent diffusion coefficient value predicts prognosis for mTBI patients,Disorders of the Nervous System,Traumatic Brain Injury
4327,Monday,M234,Classifying Concussion in Athletes Using Diffusion Tensor Imaging and Cognitive Evaluation,Disorders of the Nervous System,Traumatic Brain Injury
4328,Monday,M235,Gray matter volume change is associated with gray matter network re-organization one year after mTBI,Disorders of the Nervous System,Traumatic Brain Injury
4350,Monday,M236,Local Heterogeneity of Diffusion Tensor Imaging Tractography to Assess Multi-Focal Axonal Injury,Disorders of the Nervous System,Traumatic Brain Injury
4402,Monday,M237,Abnormalities of Deep and Superficial White Matter in Youth with mTBI,Disorders of the Nervous System,Traumatic Brain Injury
4467,Monday,M238,Predicting Outcome after Severe Traumatic Brain Injury,Disorders of the Nervous System,Traumatic Brain Injury
4473,Monday,M239,Traumatic Brain Injury Severity in a Network Perspective: A Diffusion MRI Based Connectome Study,Disorders of the Nervous System,Traumatic Brain Injury
4572,Monday,M240,Dynamic causal modelling of the effects of methylphenidate on corticostriatal connections following,Disorders of the Nervous System,Traumatic Brain Injury
4770,Monday,M241,Loss of hemispheric asymmetry in neural sources of visual activity  in aging following concussion.,Disorders of the Nervous System,Traumatic Brain Injury
5051,Monday,M242,Default Mode Network & Dorsal Attention Network connectivity in youth with post-concussive syndrome,Disorders of the Nervous System,Traumatic Brain Injury
5058,Monday,M243,Cerebral Blood Flow Changes Associated with Repetitive Head Impact Exposure in Youth Football,Disorders of the Nervous System,Traumatic Brain Injury
5096,Monday,M244,Longitudinal quantification of microhemorrhage effects upon white matter after geriatric concussion,Disorders of the Nervous System,Traumatic Brain Injury
5101,Monday,M245,White matter degradation after mild traumatic brain injury revealed by diffusion tensor imaging,Disorders of the Nervous System,Traumatic Brain Injury
5102,Monday,M246,Intensity gradient segmentation of brain microhemorrhages from susceptibility weighted imaging,Disorders of the Nervous System,Traumatic Brain Injury
1264,Monday,M247,With a little help from my friends: The role of social proximity in emotion regulation,Emotion and Motivation,Emotion and Motivation Other
1321,Monday,M248,Functional connectivity in the processing of monetary and humorous rewards,Emotion and Motivation,Emotion and Motivation Other
1322,Monday,M249,Gender Differences in the Processing of Monetary and Humorous Rewards- An fMRI Study,Emotion and Motivation,Emotion and Motivation Other
1473,Monday,M250,The Anxious Brain: structural and functional correlates of anxiety in healthy subjects,Emotion and Motivation,Emotion and Motivation Other
1504,Monday,M251,Hindered Reappraisal and Biased Suppression Emotion Regulation in Schizotypy: Evidence from Late Pos,Emotion and Motivation,Emotion and Motivation Other
1580,Monday,M252,Transient Valence-Dependent Shifts in Intrinsic Network Organization Mediate Mood Congruency Effects,Emotion and Motivation,Emotion and Motivation Other
1589,Monday,M253,Exposure to Environmental and Psychological Stress and Neural Response to Own Infant among Mothers,Emotion and Motivation,Emotion and Motivation Other
1614,Monday,M254,Distinctive MPFC subregions serving comparison to self versus other under promotion motivation,Emotion and Motivation,Emotion and Motivation Other
1758,Monday,M255,Characteristics of emotional disorder following brain tumor surgery  depending on the resected area,Emotion and Motivation,Emotion and Motivation Other
1805,Monday,M256,Midbrain involvement in anterior insula-mediated emotion regulation.,Emotion and Motivation,Emotion and Motivation Other
1821,Monday,M257,The neural basis of fear experience: A distributed and degenerate model,Emotion and Motivation,Emotion and Motivation Other
2246,Monday,M258,Acute Exercise Effects on Emotional Face Processing: A fMRI Study at Two Different Intensity Levels,Emotion and Motivation,Emotion and Motivation Other
2427,Monday,M259,Reduced amygdala volume associated with mindfulness practice time and improved negative affect.,Emotion and Motivation,Emotion and Motivation Other
2727,Monday,M260,Effects of Exercise on Affective Network Resting State Functional Connectivity: Probing Intensity,Emotion and Motivation,Emotion and Motivation Other
2791,Monday,M261,Multivariate covariation of neural activation and self-report in the domain of negative valence,Emotion and Motivation,Emotion and Motivation Other
2905,Monday,M262,High Primary psychopathy traits reveal specific cortical connectivity during emotional stimulation,Emotion and Motivation,Emotion and Motivation Other
3021,Monday,M263,The neural networks underlying the impact of emotion regulation on emotional intensity judgment,Emotion and Motivation,Emotion and Motivation Other
3067,Monday,M264,Decomposing emotions at the brain level using a novel and interactive emotion elicitation task,Emotion and Motivation,Emotion and Motivation Other
3169,Monday,M265,Theta changes in resting state EEG activity after regulating emotions,Emotion and Motivation,Emotion and Motivation Other
3301,Monday,M266,Motivated performance while sleep deprived: reduced ACC and insula recruitment and effort-preference,Emotion and Motivation,Emotion and Motivation Other
3353,Monday,M267,A Neural Basis for Embodied Emotion,Emotion and Motivation,Emotion and Motivation Other
3752,Monday,M268,Individual differences in hedonic capacity and subjective value representations: an fMRI study,Emotion and Motivation,Emotion and Motivation Other
3787,Monday,M269,Hippocampus mediates conceptual generalization effects on pain,Emotion and Motivation,Emotion and Motivation Other
4036,Monday,M270,Amygdala functional connectivity during reappraisal related to early life and recent stress,Emotion and Motivation,Emotion and Motivation Other
4173,Monday,M271,Social incentives shape neural circuits underlying cognitive control,Emotion and Motivation,Emotion and Motivation Other
4174,Monday,M272,A meta-analytic connectivity modelling and functional decoding study of emotional processing in OCD,Emotion and Motivation,Emotion and Motivation Other
4347,Monday,M273,Precuneus-related functional co-activation patterns modulated by mood and cognitive control,Emotion and Motivation,Emotion and Motivation Other
4388,Monday,M274,Cortical processing of naturalistic visual stimuli is modulated by their emotional content,Emotion and Motivation,Emotion and Motivation Other
4437,Monday,M275,Impersonal causality orientation impacts frontostriatal connectivity during personal choice,Emotion and Motivation,Emotion and Motivation Other
4723,Monday,M276,Dynamic network reconfiguration after stress: increased flexibility of the precuneus,Emotion and Motivation,Emotion and Motivation Other
4959,Monday,M277,Identifying Emotion Schemas using Convolutional Neural Networks and Human Brain Activity,Emotion and Motivation,Emotion and Motivation Other
4973,Monday,M278,Representation and Integration of Goals and Emotional Valence in the Amygdala-Prefrontal Circuitry,Emotion and Motivation,Emotion and Motivation Other
2547,Monday,M279,Neural correlates of deficient safety learning in low resting heart rate variability individuals,Emotion and Motivation,Emotional Learning
3693,Monday,M280,Emotional tagging during hippocampal reactivation retrospectively promotes memory integration,Emotion and Motivation,Emotional Learning
3719,Monday,M281,Neural substrates of long-term item and source memory for emotional associates: an fMRI study,Emotion and Motivation,Emotional Learning
